,vmag,vx,vy,vz,t,x,y,z,inv,ang,E,E_norm,in ang,Emag
0,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
1,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
2,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
3,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
4,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
5,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
6,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
7,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
8,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
9,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
10,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
11,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
12,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
13,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
14,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
15,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
16,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
17,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
18,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
19,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
20,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
21,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
22,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
23,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
24,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
25,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
26,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
27,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
28,801.4824846949925,76.34030418901438,0.0,-20.67459940115622,4.4543997716029935,624.3628620265936,0.0,-11.783217645391758,300,-0.2644774031300846,3211.8708663642947,0,90.0,2.1371953019914463
